OrderID,CustomerID,CustomerName,OrderDate,RestaurantType,MenuCategory,ItemName,Quantity,UnitPrice,TotalPrice,PaymentMethod,ServerName,TableNumber,DayOfWeek,TimeOfDay,SpecialRequest
3728,C1056,Iván Arango,2025-11-14 18:40,Dine-In,Food,Sushi Roll,1,12.86,12.86,Cash,Ana,14,Friday,Dinner,
3729,C1056,Iván Arango,2025-04-26 13:35,Dine-In,Food,Margherita Pizza,1,13.39,13.39,Card,Carlos,8,Saturday,Lunch,Less sugar
3730,C1056,Iván Arango,2025-06-28 18:00,Delivery,Beverage,Green Smoothie,1,18.21,18.21,Card,-,-,Saturday,Dinner,Less sugar
3731,C1056,Iván Arango,2025-01-28 13:40,Takeaway,Food,Margherita Pizza,1,18.94,18.94,Cash,-,-,Tuesday,Lunch,
3732,C1056,Iván Arango,2025-07-21 12:35,Dine-In,Beverage,Fresh Orange Juice,1,17.49,17.49,Card,Miguel,16,Monday,Lunch,Extra napkins
3733,C1057,Claudia Escobar,2025-07-26 18:05,Delivery,Beverage,Cappuccino,2,16.76,33.52,Mobile Payment,-,-,Saturday,Dinner,Gluten-free
3734,C1057,Claudia Escobar,2025-11-17 14:40,Delivery,Beverage,Cappuccino,1,16.55,16.55,Cash,-,-,Monday,Lunch,Extra napkins
3735,C1057,Claudia Escobar,2025-08-30 18:20,Delivery,Food,Grilled Chicken,1,12.64,12.64,Cash,-,-,Saturday,Dinner,
3736,C1057,Claudia Escobar,2025-03-12 20:00,Delivery,Food,Veggie Sandwich,1,15.73,15.73,Cash,-,-,Wednesday,Dinner,
3737,C1057,Claudia Escobar,2025-12-19 19:50,Dine-In,Beverage,Latte,1,16.97,16.97,Card,Carlos,28,Friday,Dinner,
3738,C1057,Claudia Escobar,2025-09-12 19:40,Delivery,Food,Beef Burger,2,19.88,39.76,Mobile Payment,-,-,Friday,Dinner,
3739,C1057,Claudia Escobar,2025-04-23 21:20,Dine-In,Beverage,Iced Tea,1,18.58,18.58,Card,Miguel,30,Wednesday,Dinner,
3740,C1057,Claudia Escobar,2025-01-24 13:40,Dine-In,Beverage,Iced Tea,2,15.16,30.32,Card,Miguel,4,Friday,Lunch,
3741,C1057,Claudia Escobar,2025-10-01 09:45,Dine-In,Food,Margherita Pizza,2,18.94,37.88,Card,Valeria,3,Wednesday,Breakfast,
3742,C1058,Mauricio Benítez,2025-07-21 09:50,Dine-In,Food,Beef Burger,1,19.93,19.93,Cash,Carlos,17,Monday,Breakfast,Less sugar
3743,C1058,Mauricio Benítez,2025-05-09 21:00,Dine-In,Food,Grilled Chicken,1,12.66,12.66,Cash,Juan,24,Friday,Dinner,No onions
3744,C1058,Mauricio Benítez,2025-01-30 12:20,Delivery,Food,Margherita Pizza,2,18.94,37.88,Card,-,-,Thursday,Lunch,
3745,C1058,Mauricio Benítez,2025-09-24 14:30,Dine-In,Beverage,Mojito,2,15.93,31.86,Cash,Carlos,4,Wednesday,Lunch,Less sugar
3746,C1058,Mauricio Benítez,2025-12-31 13:35,Delivery,Beverage,Iced Tea,1,12.67,12.67,Mobile Payment,-,-,Wednesday,Lunch,Gluten-free
3747,C1058,Mauricio Benítez,2025-03-30 13:45,Dine-In,Beverage,Mineral Water,1,18.97,18.97,Card,Ana,2,Sunday,Lunch,Less sugar
3748,C1058,Mauricio Benítez,2025-04-17 14:40,Dine-In,Food,Margherita Pizza,2,18.58,37.16,Mobile Payment,Valeria,5,Thursday,Lunch,Extra napkins
3749,C1059,Karen Nieto,2025-01-17 19:20,Dine-In,Beverage,Mojito,2,12.46,24.92,Cash,Juan,26,Friday,Dinner,No onions
3750,C1059,Karen Nieto,2025-07-04 21:05,Dine-In,Food,Caesar Salad,1,11.94,11.94,Card,Juan,17,Friday,Dinner,Extra napkins
3751,C1059,Karen Nieto,2025-06-18 19:30,Delivery,Beverage,Cappuccino,1,14.18,14.18,Mobile Payment,-,-,Wednesday,Dinner,
3752,C1059,Karen Nieto,2025-09-03 09:05,Dine-In,Beverage,Mojito,2,19.74,39.48,Cash,Valeria,23,Wednesday,Breakfast,Extra napkins
3753,C1059,Karen Nieto,2025-11-13 09:15,Delivery,Beverage,Mojito,2,12.34,24.68,Cash,-,-,Thursday,Breakfast,Gluten-free
3754,C1059,Karen Nieto,2025-02-24 12:10,Dine-In,Beverage,Green Smoothie,2,12.08,24.16,Cash,Valeria,9,Monday,Lunch,
3755,C1059,Karen Nieto,2025-03-09 09:00,Takeaway,Beverage,Latte,1,14.89,14.89,Card,-,-,Sunday,Breakfast,
3756,C1059,Karen Nieto,2025-12-03 14:20,Delivery,Food,Margherita Pizza,1,12.74,12.74,Cash,-,-,Wednesday,Lunch,
3757,C1059,Karen Nieto,2025-04-23 13:00,Takeaway,Food,Veggie Sandwich,1,13.37,13.37,Mobile Payment,-,-,Wednesday,Lunch,Extra napkins
3758,C1060,Wilson Ordóñez,2025-03-28 12:50,Dine-In,Beverage,Iced Tea,1,17.18,17.18,Mobile Payment,Carlos,6,Friday,Lunch,
3759,C1060,Wilson Ordóñez,2025-08-18 18:30,Dine-In,Food,Grilled Chicken,1,12.66,12.66,Card,Carlos,30,Monday,Dinner,
3760,C1060,Wilson Ordóñez,2025-07-28 18:40,Delivery,Food,Sushi Roll,2,18.95,37.90,Cash,-,-,Monday,Dinner,No onions
3761,C1060,Wilson Ordóñez,2025-09-04 20:45,Delivery,Beverage,Iced Tea,1,16.80,16.80,Mobile Payment,-,-,Thursday,Dinner,Gluten-free
3762,C1060,Wilson Ordóñez,2025-12-06 20:20,Delivery,Beverage,Iced Tea,2,12.45,24.90,Mobile Payment,-,-,Saturday,Dinner,
3763,C1060,Wilson Ordóñez,2025-04-08 18:00,Dine-In,Beverage,Iced Tea,2,13.54,27.08,Mobile Payment,Miguel,10,Tuesday,Dinner,
3764,C1060,Wilson Ordóñez,2025-02-13 08:15,Dine-In,Food,Beef Burger,1,19.39,19.39,Card,Ana,30,Thursday,Breakfast,
3765,C1060,Wilson Ordóñez,2025-11-25 21:15,Delivery,Beverage,Latte,2,16.09,32.18,Card,-,-,Tuesday,Dinner,Extra napkins
3766,C1060,Wilson Ordóñez,2025-05-05 13:00,Dine-In,Food,Pasta Alfredo,2,14.90,29.80,Cash,Carlos,22,Monday,Lunch,Extra napkins
3767,C1061,Angélica Mora,2025-09-18 13:20,Takeaway,Beverage,Iced Tea,2,15.81,31.62,Cash,-,-,Thursday,Lunch,
3768,C1061,Angélica Mora,2025-04-19 20:50,Takeaway,Food,Sushi Roll,2,12.11,24.22,Cash,-,-,Saturday,Dinner,
3769,C1061,Angélica Mora,2025-08-04 09:30,Dine-In,Food,Veggie Sandwich,2,11.99,23.98,Card,Valeria,5,Monday,Breakfast,No onions
3770,C1061,Angélica Mora,2025-10-20 08:30,Dine-In,Beverage,Iced Tea,1,12.45,12.45,Card,Carlos,15,Monday,Breakfast,
3771,C1061,Angélica Mora,2025-12-23 19:40,Dine-In,Beverage,Latte,2,18.90,37.80,Cash,Miguel,20,Tuesday,Dinner,No onions
3772,C1061,Angélica Mora,2025-03-04 09:45,Dine-In,Beverage,Mineral Water,2,14.04,28.08,Cash,Valeria,2,Tuesday,Breakfast,
3773,C1061,Angélica Mora,2025-05-03 18:00,Dine-In,Beverage,Mojito,2,14.14,28.28,Card,Valeria,22,Saturday,Dinner,
3774,C1062,Ramiro Londoño,2025-12-21 12:20,Delivery,Beverage,Cappuccino,2,13.68,27.36,Cash,-,-,Sunday,Lunch,Less sugar
3775,C1062,Ramiro Londoño,2025-10-04 09:30,Dine-In,Beverage,Iced Tea,1,14.06,14.06,Mobile Payment,Miguel,2,Saturday,Breakfast,
3776,C1062,Ramiro Londoño,2025-07-06 14:00,Dine-In,Beverage,Mojito,1,14.09,14.09,Cash,Ana,29,Sunday,Lunch,
3777,C1062,Ramiro Londoño,2025-09-27 21:20,Dine-In,Food,Veggie Sandwich,1,13.51,13.51,Mobile Payment,Juan,6,Saturday,Dinner,
3778,C1062,Ramiro Londoño,2025-03-12 13:30,Delivery,Beverage,Mineral Water,1,12.41,12.41,Mobile Payment,-,-,Wednesday,Lunch,
3779,C1062,Ramiro Londoño,2025-01-03 20:05,Takeaway,Food,Beef Burger,1,19.93,19.93,Cash,-,-,Friday,Dinner,
3780,C1062,Ramiro Londoño,2025-05-31 08:40,Delivery,Beverage,Mineral Water,1,17.32,17.32,Card,-,-,Saturday,Breakfast,No onions
3781,C1062,Ramiro Londoño,2025-06-02 20:15,Takeaway,Beverage,Fresh Orange Juice,1,11.87,11.87,Cash,-,-,Monday,Dinner,Less sugar
3782,C1062,Ramiro Londoño,2025-04-18 19:00,Takeaway,Food,Caesar Salad,1,17.44,17.44,Mobile Payment,-,-,Friday,Dinner,
3783,C1062,Ramiro Londoño,2025-11-09 19:35,Takeaway,Beverage,Cappuccino,2,19.07,38.14,Card,-,-,Sunday,Dinner,
3784,C002,Shaun Hensley,2025-04-28 12:50,Dine-In,Food,Caesar Salad,1,12.91,12.91,Mobile Payment,Valeria,3,Monday,Lunch,
3785,C002,Shaun Hensley,2025-12-28 14:20,Takeaway,Food,Pasta Alfredo,2,17.38,34.76,Cash,-,-,Sunday,Lunch,
3786,C002,Shaun Hensley,2025-06-20 19:00,Delivery,Beverage,Mojito,2,15.75,31.50,Cash,-,-,Friday,Dinner,
3787,C002,Shaun Hensley,2025-05-09 08:10,Dine-In,Food,Margherita Pizza,2,19.24,38.48,Mobile Payment,Carlos,2,Friday,Breakfast,
3788,C002,Shaun Hensley,2025-03-28 13:35,Dine-In,Food,Sushi Roll,1,18.95,18.95,Mobile Payment,Miguel,3,Friday,Lunch,No onions
3789,C002,Shaun Hensley,2025-08-26 20:00,Delivery,Beverage,Iced Tea,2,12.86,25.72,Card,-,-,Tuesday,Dinner,
3790,C002,Shaun Hensley,2025-02-05 19:50,Dine-In,Beverage,Mineral Water,2,18.10,36.20,Cash,Miguel,13,Wednesday,Dinner,Extra napkins
3791,C003,Bryan Patterson,2025-09-06 09:05,Dine-In,Food,Pasta Alfredo,1,13.81,13.81,Cash,Valeria,11,Saturday,Breakfast,Extra napkins
3792,C003,Bryan Patterson,2025-07-10 09:40,Takeaway,Food,Beef Burger,1,12.77,12.77,Card,-,-,Thursday,Breakfast,
3793,C003,Bryan Patterson,2025-03-14 09:30,Dine-In,Beverage,Fresh Orange Juice,1,17.17,17.17,Mobile Payment,Valeria,14,Friday,Breakfast,
3794,C003,Bryan Patterson,2025-01-20 13:05,Delivery,Food,Veggie Sandwich,1,18.04,18.04,Mobile Payment,-,-,Monday,Lunch,
3795,C003,Bryan Patterson,2025-02-04 12:05,Takeaway,Food,Caesar Salad,1,12.88,12.88,Cash,-,-,Tuesday,Lunch,Gluten-free
3796,C003,Bryan Patterson,2025-11-29 13:30,Dine-In,Beverage,Fresh Orange Juice,2,19.00,38.00,Card,Juan,17,Saturday,Lunch,Less sugar
3797,C006,Christine Gilbert,2025-01-24 08:35,Delivery,Food,Margherita Pizza,1,14.72,14.72,Card,-,-,Friday,Breakfast,
3798,C006,Christine Gilbert,2025-07-23 21:40,Dine-In,Beverage,Fresh Orange Juice,2,16.80,33.60,Cash,Miguel,20,Wednesday,Dinner,Gluten-free
3799,C006,Christine Gilbert,2025-12-16 12:35,Takeaway,Food,Veggie Sandwich,1,18.04,18.04,Mobile Payment,-,-,Tuesday,Lunch,Gluten-free
3800,C006,Christine Gilbert,2025-05-19 13:20,Delivery,Beverage,Fresh Orange Juice,2,12.51,25.02,Mobile Payment,-,-,Monday,Lunch,
3801,C006,Christine Gilbert,2025-06-16 08:45,Dine-In,Food,Grilled Chicken,2,16.09,32.18,Mobile Payment,Ana,27,Monday,Breakfast,
3802,C006,Christine Gilbert,2025-09-14 14:30,Delivery,Beverage,Latte,1,14.89,14.89,Mobile Payment,-,-,Sunday,Lunch,
3803,C006,Christine Gilbert,2025-10-20 19:10,Delivery,Food,Margherita Pizza,1,18.58,18.58,Card,-,-,Monday,Dinner,No onions
3804,C006,Christine Gilbert,2025-11-29 08:30,Delivery,Beverage,Mojito,2,15.65,31.30,Cash,-,-,Saturday,Breakfast,
3805,C014,Leah Martin,2025-02-08 20:40,Dine-In,Beverage,Iced Tea,2,13.11,26.22,Cash,Valeria,11,Saturday,Dinner,
3806,C014,Leah Martin,2025-04-25 09:40,Dine-In,Food,Margherita Pizza,1,17.40,17.40,Card,Carlos,30,Friday,Breakfast,
3807,C014,Leah Martin,2025-07-06 08:45,Dine-In,Beverage,Iced Tea,1,12.86,12.86,Cash,Valeria,18,Sunday,Breakfast,
3808,C014,Leah Martin,2025-09-23 13:40,Delivery,Beverage,Latte,2,18.13,36.26,Mobile Payment,-,-,Tuesday,Lunch,Gluten-free
3809,C014,Leah Martin,2025-03-09 14:50,Delivery,Beverage,Iced Tea,2,12.67,25.34,Mobile Payment,-,-,Sunday,Lunch,Gluten-free
3810,C014,Leah Martin,2025-08-05 08:40,Dine-In,Food,Sushi Roll,2,13.03,26.06,Cash,Valeria,2,Tuesday,Breakfast,Gluten-free
3811,C014,Leah Martin,2025-10-04 21:15,Delivery,Beverage,Fresh Orange Juice,1,13.62,13.62,Card,-,-,Saturday,Dinner,
3812,C014,Leah Martin,2025-06-06 18:50,Delivery,Food,Grilled Chicken,1,17.76,17.76,Mobile Payment,-,-,Friday,Dinner,Gluten-free
3813,C014,Leah Martin,2025-05-01 18:00,Dine-In,Beverage,Fresh Orange Juice,2,17.49,34.98,Cash,Juan,6,Thursday,Dinner,
3814,C021,Robert Cox,2025-02-27 12:15,Dine-In,Food,Caesar Salad,1,19.32,19.32,Mobile Payment,Carlos,1,Thursday,Lunch,
3815,C021,Robert Cox,2025-12-17 20:10,Takeaway,Food,Sushi Roll,2,18.22,36.44,Cash,-,-,Wednesday,Dinner,
3816,C021,Robert Cox,2025-07-19 12:40,Dine-In,Food,Margherita Pizza,1,13.78,13.78,Mobile Payment,Miguel,17,Saturday,Lunch,No onions
3817,C021,Robert Cox,2025-01-08 14:10,Takeaway,Beverage,Latte,2,16.09,32.18,Mobile Payment,-,-,Wednesday,Lunch,Extra napkins
3818,C021,Robert Cox,2025-10-04 12:45,Dine-In,Beverage,Cappuccino,2,12.28,24.56,Mobile Payment,Valeria,6,Saturday,Lunch,No onions
3819,C021,Robert Cox,2025-03-27 13:15,Dine-In,Food,Beef Burger,2,18.39,36.78,Cash,Valeria,14,Thursday,Lunch,
3820,C021,Robert Cox,2025-11-12 12:40,Dine-In,Beverage,Latte,2,15.13,30.26,Card,Ana,20,Wednesday,Lunch,
3821,C021,Robert Cox,2025-06-25 20:10,Delivery,Beverage,Latte,1,17.87,17.87,Card,-,-,Wednesday,Dinner,Gluten-free
3822,C021,Robert Cox,2025-08-27 20:15,Dine-In,Food,Margherita Pizza,1,19.03,19.03,Cash,Miguel,26,Wednesday,Dinner,Less sugar
3823,C024,Diane Hernandez,2025-02-18 21:10,Dine-In,Beverage,Iced Tea,2,17.64,35.28,Cash,Juan,8,Tuesday,Dinner,
3824,C024,Diane Hernandez,2025-03-28 18:50,Dine-In,Food,Grilled Chicken,2,19.41,38.82,Mobile Payment,Miguel,16,Friday,Dinner,Extra napkins
3825,C024,Diane Hernandez,2025-12-11 08:00,Dine-In,Food,Margherita Pizza,2,18.80,37.60,Card,Valeria,30,Thursday,Breakfast,No onions
3826,C024,Diane Hernandez,2025-11-30 20:30,Dine-In,Beverage,Iced Tea,2,18.58,37.16,Cash,Valeria,30,Sunday,Dinner,
3827,C024,Diane Hernandez,2025-09-04 12:15,Delivery,Food,Veggie Sandwich,1,14.27,14.27,Cash,-,-,Thursday,Lunch,
3828,C024,Diane Hernandez,2025-08-10 08:20,Delivery,Beverage,Latte,2,12.39,24.78,Card,-,-,Sunday,Breakfast,No onions
3829,C024,Diane Hernandez,2025-06-04 13:30,Dine-In,Food,Pasta Alfredo,2,15.89,31.78,Cash,Carlos,29,Wednesday,Lunch,No onions
3830,C024,Diane Hernandez,2025-01-17 13:45,Delivery,Beverage,Mineral Water,2,15.73,31.46,Cash,-,-,Friday,Lunch,Less sugar
3831,C024,Diane Hernandez,2025-04-29 19:10,Delivery,Beverage,Iced Tea,1,17.66,17.66,Card,-,-,Tuesday,Dinner,No onions
3832,C025,Deanna Moore,2025-03-09 18:00,Dine-In,Beverage,Mineral Water,2,12.02,24.04,Card,Ana,7,Sunday,Dinner,
3833,C025,Deanna Moore,2025-05-17 08:40,Takeaway,Food,Sushi Roll,2,18.22,36.44,Cash,-,-,Saturday,Breakfast,No onions
3834,C025,Deanna Moore,2025-08-21 19:10,Dine-In,Beverage,Mineral Water,2,17.28,34.56,Card,Valeria,2,Thursday,Dinner,No onions
3835,C025,Deanna Moore,2025-07-26 12:45,Delivery,Beverage,Latte,1,13.90,13.90,Mobile Payment,-,-,Saturday,Lunch,Extra napkins
3836,C025,Deanna Moore,2025-11-29 12:50,Dine-In,Beverage,Green Smoothie,1,18.54,18.54,Card,Miguel,2,Saturday,Lunch,Gluten-free
3837,C025,Deanna Moore,2025-06-21 21:15,Dine-In,Food,Pasta Alfredo,1,17.12,17.12,Mobile Payment,Ana,22,Saturday,Dinner,Extra napkins
3838,C025,Deanna Moore,2025-01-03 12:40,Dine-In,Food,Grilled Chicken,2,12.25,24.50,Mobile Payment,Carlos,4,Friday,Lunch,
3839,C028,Isabella Barber,2025-03-20 18:35,Takeaway,Beverage,Latte,1,17.87,17.87,Cash,-,-,Thursday,Dinner,No onions
3840,C028,Isabella Barber,2025-12-24 09:15,Takeaway,Beverage,Green Smoothie,1,11.89,11.89,Cash,-,-,Wednesday,Breakfast,Gluten-free
3841,C028,Isabella Barber,2025-05-31 21:00,Dine-In,Food,Grilled Chicken,2,17.08,34.16,Card,Carlos,24,Saturday,Dinner,
3842,C028,Isabella Barber,2025-04-28 08:00,Dine-In,Food,Caesar Salad,1,15.45,15.45,Cash,Juan,1,Monday,Breakfast,
3843,C028,Isabella Barber,2025-08-13 19:35,Dine-In,Beverage,Latte,2,15.13,30.26,Card,Ana,3,Wednesday,Dinner,
3844,C028,Isabella Barber,2025-01-25 09:30,Takeaway,Beverage,Iced Tea,2,19.82,39.64,Cash,-,-,Saturday,Breakfast,
3845,C032,Stacey Osborne,2025-06-27 08:45,Delivery,Beverage,Mineral Water,1,14.04,14.04,Cash,-,-,Friday,Breakfast,No onions
3846,C032,Stacey Osborne,2025-07-28 20:35,Dine-In,Beverage,Green Smoothie,1,13.33,13.33,Mobile Payment,Ana,28,Monday,Dinner,No onions
3847,C032,Stacey Osborne,2025-08-12 18:15,Takeaway,Beverage,Fresh Orange Juice,2,19.00,38.00,Card,-,-,Tuesday,Dinner,Extra napkins
3848,C032,Stacey Osborne,2025-10-28 19:15,Dine-In,Food,Beef Burger,2,18.39,36.78,Cash,Valeria,12,Tuesday,Dinner,
3849,C032,Stacey Osborne,2025-11-21 13:20,Dine-In,Beverage,Iced Tea,2,18.37,36.74,Mobile Payment,Ana,24,Friday,Lunch,No onions
3850,C032,Stacey Osborne,2025-02-11 08:10,Takeaway,Food,Veggie Sandwich,2,14.27,28.54,Card,-,-,Tuesday,Breakfast,No onions
3851,C032,Stacey Osborne,2025-04-28 09:40,Delivery,Food,Veggie Sandwich,2,15.38,30.76,Mobile Payment,-,-,Monday,Breakfast,
3852,C032,Stacey Osborne,2025-12-09 12:10,Delivery,Beverage,Green Smoothie,2,16.92,33.84,Cash,-,-,Tuesday,Lunch,
3853,C036,Joseph Tran,2025-10-06 09:00,Dine-In,Beverage,Mojito,2,16.67,33.34,Mobile Payment,Miguel,13,Monday,Breakfast,Less sugar
3854,C036,Joseph Tran,2025-06-30 08:45,Takeaway,Beverage,Fresh Orange Juice,2,13.62,27.24,Mobile Payment,-,-,Monday,Breakfast,
3855,C036,Joseph Tran,2025-12-31 21:15,Dine-In,Food,Pasta Alfredo,2,14.30,28.60,Cash,Juan,3,Wednesday,Dinner,Gluten-free
3856,C036,Joseph Tran,2025-11-10 08:15,Dine-In,Beverage,Mojito,1,14.30,14.30,Card,Ana,11,Monday,Breakfast,Less sugar
3857,C036,Joseph Tran,2025-04-22 20:00,Dine-In,Beverage,Iced Tea,1,12.67,12.67,Card,Valeria,27,Tuesday,Dinner,
3858,C036,Joseph Tran,2025-08-25 14:45,Dine-In,Beverage,Mineral Water,2,13.13,26.26,Card,Juan,20,Monday,Lunch,Extra napkins
3859,C039,Brian Boyd,2025-03-18 20:20,Delivery,Food,Beef Burger,1,19.93,19.93,Cash,-,-,Tuesday,Dinner,
3860,C039,Brian Boyd,2025-10-28 14:15,Dine-In,Beverage,Mojito,2,12.34,24.68,Cash,Ana,23,Tuesday,Lunch,No onions
3861,C039,Brian Boyd,2025-02-25 13:40,Dine-In,Beverage,Cappuccino,1,16.55,16.55,Cash,Juan,25,Tuesday,Lunch,No onions
3862,C039,Brian Boyd,2025-12-12 18:05,Takeaway,Beverage,Latte,2,18.06,36.12,Cash,-,-,Friday,Dinner,
3863,C039,Brian Boyd,2025-04-10 08:30,Dine-In,Food,Pasta Alfredo,1,18.53,18.53,Cash,Carlos,14,Thursday,Breakfast,No onions
3864,C039,Brian Boyd,2025-07-07 19:30,Dine-In,Beverage,Green Smoothie,2,18.21,36.42,Cash,Valeria,2,Monday,Dinner,
3865,C040,Tony Clayton,2025-11-02 14:45,Takeaway,Food,Grilled Chicken,1,13.76,13.76,Card,-,-,Sunday,Lunch,Extra napkins
3866,C040,Tony Clayton,2025-06-20 12:15,Dine-In,Food,Pasta Alfredo,1,14.90,14.90,Mobile Payment,Ana,30,Friday,Lunch,No onions
3867,C040,Tony Clayton,2025-10-21 09:45,Dine-In,Beverage,Mineral Water,2,18.10,36.20,Card,Carlos,16,Tuesday,Breakfast,
3868,C040,Tony Clayton,2025-04-18 21:50,Takeaway,Beverage,Cappuccino,1,12.28,12.28,Cash,-,-,Friday,Dinner,
3869,C040,Tony Clayton,2025-05-12 20:45,Dine-In,Beverage,Mojito,2,12.44,24.88,Mobile Payment,Carlos,5,Monday,Dinner,Less sugar
3870,C040,Tony Clayton,2025-09-26 18:10,Dine-In,Beverage,Cappuccino,2,19.33,38.66,Card,Valeria,21,Friday,Dinner,
3871,C042,Robert Ramirez,2025-03-19 21:30,Dine-In,Beverage,Iced Tea,2,19.74,39.48,Cash,Miguel,16,Wednesday,Dinner,Extra napkins
3872,C042,Robert Ramirez,2025-05-11 20:40,Takeaway,Beverage,Mineral Water,1,18.04,18.04,Mobile Payment,-,-,Sunday,Dinner,Gluten-free
3873,C042,Robert Ramirez,2025-07-29 19:05,Takeaway,Food,Margherita Pizza,2,17.40,34.80,Mobile Payment,-,-,Tuesday,Dinner,
3874,C042,Robert Ramirez,2025-02-14 20:50,Dine-In,Food,Pasta Alfredo,2,15.56,31.12,Card,Miguel,16,Friday,Dinner,
3875,C042,Robert Ramirez,2025-04-19 18:45,Dine-In,Food,Margherita Pizza,2,19.21,38.42,Cash,Carlos,27,Saturday,Dinner,Less sugar
3876,C047,Jean Thomas,2025-04-15 19:05,Dine-In,Food,Sushi Roll,2,17.53,35.06,Card,Juan,20,Tuesday,Dinner,
3877,C047,Jean Thomas,2025-08-18 18:20,Delivery,Food,Beef Burger,2,12.77,25.54,Card,-,-,Monday,Dinner,Extra napkins
3878,C047,Jean Thomas,2025-03-27 19:35,Dine-In,Beverage,Mineral Water,2,18.04,36.08,Cash,Valeria,21,Thursday,Dinner,Gluten-free
3879,C047,Jean Thomas,2025-01-04 20:10,Dine-In,Food,Margherita Pizza,2,18.88,37.76,Cash,Ana,16,Saturday,Dinner,
3880,C047,Jean Thomas,2025-12-12 12:20,Delivery,Beverage,Mojito,1,12.46,12.46,Mobile Payment,-,-,Friday,Lunch,Less sugar
3881,C047,Jean Thomas,2025-10-02 19:40,Dine-In,Food,Pasta Alfredo,1,19.01,19.01,Cash,Carlos,29,Thursday,Dinner,Extra napkins
3882,C049,Alexandria Mitchell,2025-06-17 13:45,Takeaway,Beverage,Fresh Orange Juice,2,13.62,27.24,Cash,-,-,Tuesday,Lunch,No onions
3883,C049,Alexandria Mitchell,2025-08-01 14:05,Delivery,Food,Caesar Salad,1,11.94,11.94,Mobile Payment,-,-,Friday,Lunch,
3884,C049,Alexandria Mitchell,2025-02-14 09:15,Dine-In,Food,Caesar Salad,2,17.44,34.88,Card,Valeria,5,Friday,Breakfast,Less sugar
3885,C049,Alexandria Mitchell,2025-11-03 14:35,Dine-In,Food,Sushi Roll,1,19.82,19.82,Mobile Payment,Juan,4,Monday,Lunch,Less sugar
3886,C049,Alexandria Mitchell,2025-05-07 08:30,Dine-In,Food,Caesar Salad,1,16.82,16.82,Card,Carlos,23,Wednesday,Breakfast,Extra napkins
3887,C049,Alexandria Mitchell,2025-07-20 12:15,Delivery,Beverage,Iced Tea,2,14.06,28.12,Card,-,-,Sunday,Lunch,
3888,C049,Alexandria Mitchell,2025-10-03 13:15,Takeaway,Beverage,Fresh Orange Juice,2,16.95,33.90,Cash,-,-,Friday,Lunch,
3889,C049,Alexandria Mitchell,2025-04-23 12:05,Dine-In,Beverage,Iced Tea,1,17.18,17.18,Cash,Valeria,9,Wednesday,Lunch,
3890,C049,Alexandria Mitchell,2025-01-17 14:35,Dine-In,Food,Grilled Chicken,1,19.41,19.41,Mobile Payment,Juan,8,Friday,Lunch,Extra napkins
3891,C058,Justin Williams,2025-08-14 12:05,Takeaway,Food,Grilled Chicken,2,19.01,38.02,Card,-,-,Thursday,Lunch,Extra napkins
3892,C058,Justin Williams,2025-07-30 13:10,Dine-In,Food,Grilled Chicken,1,18.13,18.13,Card,Juan,18,Wednesday,Lunch,
3893,C058,Justin Williams,2025-12-24 09:10,Delivery,Food,Grilled Chicken,1,13.76,13.76,Mobile Payment,-,-,Wednesday,Breakfast,No onions
3894,C058,Justin Williams,2025-03-21 18:05,Delivery,Beverage,Mojito,2,16.37,32.74,Mobile Payment,-,-,Friday,Dinner,Extra napkins
3895,C058,Justin Williams,2025-04-27 19:45,Dine-In,Beverage,Iced Tea,2,19.62,39.24,Cash,Miguel,19,Sunday,Dinner,
3896,C058,Justin Williams,2025-05-07 09:45,Dine-In,Beverage,Cappuccino,1,14.85,14.85,Mobile Payment,Ana,19,Wednesday,Breakfast,No onions
3897,C058,Justin Williams,2025-02-15 19:20,Dine-In,Food,Margherita Pizza,2,15.37,30.74,Card,Ana,3,Saturday,Dinner,
3898,C061,Pamela Adams,2025-01-24 13:05,Dine-In,Beverage,Latte,2,14.84,29.68,Card,Carlos,22,Friday,Lunch,
3899,C061,Pamela Adams,2025-11-20 19:35,Dine-In,Food,Margherita Pizza,1,18.58,18.58,Card,Valeria,13,Thursday,Dinner,Less sugar
3900,C061,Pamela Adams,2025-08-29 08:35,Dine-In,Food,Margherita Pizza,2,13.39,26.78,Card,Miguel,26,Friday,Breakfast,
3901,C061,Pamela Adams,2025-05-07 21:30,Takeaway,Beverage,Iced Tea,2,14.00,28.00,Card,-,-,Wednesday,Dinner,
3902,C061,Pamela Adams,2025-09-23 21:45,Takeaway,Beverage,Cappuccino,2,18.98,37.96,Card,-,-,Tuesday,Dinner,
3903,C061,Pamela Adams,2025-12-05 18:30,Takeaway,Beverage,Green Smoothie,1,13.81,13.81,Mobile Payment,-,-,Friday,Dinner,Gluten-free
3904,C064,Anthony Patton,2025-12-12 19:20,Dine-In,Beverage,Cappuccino,1,12.28,12.28,Mobile Payment,Valeria,14,Friday,Dinner,Extra napkins
3905,C064,Anthony Patton,2025-03-06 13:00,Dine-In,Beverage,Fresh Orange Juice,1,13.62,13.62,Mobile Payment,Miguel,27,Thursday,Lunch,
3906,C064,Anthony Patton,2025-08-13 21:05,Delivery,Beverage,Fresh Orange Juice,2,12.17,24.34,Mobile Payment,-,-,Wednesday,Dinner,
